"year","scenario","esm","mem","biomass"
2097,"ssp1","ipsl-cm6a-lr","ecotroph",7521894195938626
2098,"ssp1","ipsl-cm6a-lr","ecotroph",7348235086481762
2099,"ssp1","ipsl-cm6a-lr","ecotroph",7378987195247878
2100,"ssp1","ipsl-cm6a-lr","ecotroph",7463110846360833
2015,"ssp5","ipsl-cm6a-lr","ecotroph",7978105227796388
2016,"ssp5","ipsl-cm6a-lr","ecotroph",7800687788072989
2017,"ssp5","ipsl-cm6a-lr","ecotroph",7772623601059360
2018,"ssp5","ipsl-cm6a-lr","ecotroph",7776973635514074
2019,"ssp5","ipsl-cm6a-lr","ecotroph",7802516672336907
2020,"ssp5","ipsl-cm6a-lr","ecotroph",7856442056136774
2021,"ssp5","ipsl-cm6a-lr","ecotroph",7710412360009539
2022,"ssp5","ipsl-cm6a-lr","ecotroph",7836290417406689
2023,"ssp5","ipsl-cm6a-lr","ecotroph",7895999320621592
2024,"ssp5","ipsl-cm6a-lr","ecotroph",7839143090367844
2025,"ssp5","ipsl-cm6a-lr","ecotroph",7826136626142616
2026,"ssp5","ipsl-cm6a-lr","ecotroph",7814513408496466
2027,"ssp5","ipsl-cm6a-lr","ecotroph",7752007437399276
2028,"ssp5","ipsl-cm6a-lr","ecotroph",7697799802016179
2029,"ssp5","ipsl-cm6a-lr","ecotroph",7560369989454931
2030,"ssp5","ipsl-cm6a-lr","ecotroph",7619797073327889
2031,"ssp5","ipsl-cm6a-lr","ecotroph",7581389232831228
2032,"ssp5","ipsl-cm6a-lr","ecotroph",7618724955735607
2033,"ssp5","ipsl-cm6a-lr","ecotroph",7687107224942055
2034,"ssp5","ipsl-cm6a-lr","ecotroph",7672950122102658
2035,"ssp5","ipsl-cm6a-lr","ecotroph",7741598050637595
2036,"ssp5","ipsl-cm6a-lr","ecotroph",7665616348091400
2037,"ssp5","ipsl-cm6a-lr","ecotroph",7718337789106514
2038,"ssp5","ipsl-cm6a-lr","ecotroph",7556765897823920
2039,"ssp5","ipsl-cm6a-lr","ecotroph",7539751121591891
2040,"ssp5","ipsl-cm6a-lr","ecotroph",7495408570851792
2041,"ssp5","ipsl-cm6a-lr","ecotroph",7486942809966701
2042,"ssp5","ipsl-cm6a-lr","ecotroph",7528361941176042
2043,"ssp5","ipsl-cm6a-lr","ecotroph",7406542812394833
2044,"ssp5","ipsl-cm6a-lr","ecotroph",7409524904572235
2045,"ssp5","ipsl-cm6a-lr","ecotroph",7417361722031468
2046,"ssp5","ipsl-cm6a-lr","ecotroph",7446391480192271
2047,"ssp5","ipsl-cm6a-lr","ecotroph",7306420991765210
2048,"ssp5","ipsl-cm6a-lr","ecotroph",7256285213235907
2049,"ssp5","ipsl-cm6a-lr","ecotroph",7351390448702604
2050,"ssp5","ipsl-cm6a-lr","ecotroph",7321504411785198
2051,"ssp5","ipsl-cm6a-lr","ecotroph",7228460978073433
2052,"ssp5","ipsl-cm6a-lr","ecotroph",7221293293177202
2053,"ssp5","ipsl-cm6a-lr","ecotroph",7227665945926056
2054,"ssp5","ipsl-cm6a-lr","ecotroph",7290431155285484
2055,"ssp5","ipsl-cm6a-lr","ecotroph",7265600899840948
2056,"ssp5","ipsl-cm6a-lr","ecotroph",7173324851417040
2057,"ssp5","ipsl-cm6a-lr","ecotroph",7198156032188832
2058,"ssp5","ipsl-cm6a-lr","ecotroph",7224162348048873
2059,"ssp5","ipsl-cm6a-lr","ecotroph",7223395081372107
2060,"ssp5","ipsl-cm6a-lr","ecotroph",7144178016011657
2061,"ssp5","ipsl-cm6a-lr","ecotroph",7243837378587566
2062,"ssp5","ipsl-cm6a-lr","ecotroph",7177998963422504
2063,"ssp5","ipsl-cm6a-lr","ecotroph",7149849795283630
2064,"ssp5","ipsl-cm6a-lr","ecotroph",7015423662224244
2065,"ssp5","ipsl-cm6a-lr","ecotroph",7019942753175814
2066,"ssp5","ipsl-cm6a-lr","ecotroph",6916885671026384
2067,"ssp5","ipsl-cm6a-lr","ecotroph",7001861145237335
2068,"ssp5","ipsl-cm6a-lr","ecotroph",6909690752142328
2069,"ssp5","ipsl-cm6a-lr","ecotroph",6931997442741648
2070,"ssp5","ipsl-cm6a-lr","ecotroph",6861706221204319
2071,"ssp5","ipsl-cm6a-lr","ecotroph",6843805841968824
2072,"ssp5","ipsl-cm6a-lr","ecotroph",6879568272499071
2073,"ssp5","ipsl-cm6a-lr","ecotroph",6880922252117214
2074,"ssp5","ipsl-cm6a-lr","ecotroph",6929105625153631
2075,"ssp5","ipsl-cm6a-lr","ecotroph",6895872039039483
2076,"ssp5","ipsl-cm6a-lr","ecotroph",6812300079659658
2077,"ssp5","ipsl-cm6a-lr","ecotroph",6812566617852264
2078,"ssp5","ipsl-cm6a-lr","ecotroph",6785783842114744
2079,"ssp5","ipsl-cm6a-lr","ecotroph",6732021027818053
2080,"ssp5","ipsl-cm6a-lr","ecotroph",6665895645185398
2081,"ssp5","ipsl-cm6a-lr","ecotroph",6667500841123599
2082,"ssp5","ipsl-cm6a-lr","ecotroph",6660793910642585
2083,"ssp5","ipsl-cm6a-lr","ecotroph",6639894552560057
2084,"ssp5","ipsl-cm6a-lr","ecotroph",6560287642750663
2085,"ssp5","ipsl-cm6a-lr","ecotroph",6572908772627248
2086,"ssp5","ipsl-cm6a-lr","ecotroph",6513268424453689
2087,"ssp5","ipsl-cm6a-lr","ecotroph",6490757044577567
2088,"ssp5","ipsl-cm6a-lr","ecotroph",6468365532457213
2089,"ssp5","ipsl-cm6a-lr","ecotroph",6406436354729435
2090,"ssp5","ipsl-cm6a-lr","ecotroph",6401315803719607
2091,"ssp5","ipsl-cm6a-lr","ecotroph",6398060619551119
2092,"ssp5","ipsl-cm6a-lr","ecotroph",6368017577468932
2093,"ssp5","ipsl-cm6a-lr","ecotroph",6437767752938943
2094,"ssp5","ipsl-cm6a-lr","ecotroph",6435005752424936
2095,"ssp5","ipsl-cm6a-lr","ecotroph",6384542706914829
2096,"ssp5","ipsl-cm6a-lr","ecotroph",6368545678505887
2097,"ssp5","ipsl-cm6a-lr","ecotroph",6330483752367100
2098,"ssp5","ipsl-cm6a-lr","ecotroph",6247114462253182
2099,"ssp5","ipsl-cm6a-lr","ecotroph",6199472788713179
2100,"ssp5","ipsl-cm6a-lr","ecotroph",6214411188053531
1950,"historical","gfdl-esm4","macroecological",27770232501160688
1951,"historical","gfdl-esm4","macroecological",28085135365173544
1952,"historical","gfdl-esm4","macroecological",28149929382428724
1953,"historical","gfdl-esm4","macroecological",28433971795928336
1954,"historical","gfdl-esm4","macroecological",28526445458687636
1955,"historical","gfdl-esm4","macroecological",28798507709263704
1956,"historical","gfdl-esm4","macroecological",28742141615091056
1957,"historical","gfdl-esm4","macroecological",28607288601962024
1958,"historical","gfdl-esm4","macroecological",28961465173698032
1959,"historical","gfdl-esm4","macroecological",28283273377961228
1960,"historical","gfdl-esm4","macroecological",28941194234641608
1961,"historical","gfdl-esm4","macroecological",27772751892939652
1962,"historical","gfdl-esm4","macroecological",28250803564919748
1963,"historical","gfdl-esm4","macroecological",29205539880243888
1964,"historical","gfdl-esm4","macroecological",28299681938142520
1965,"historical","gfdl-esm4","macroecological",28999170081660400
1966,"historical","gfdl-esm4","macroecological",29160552008310968
1967,"historical","gfdl-esm4","macroecological",28751759334933824
1968,"historical","gfdl-esm4","macroecological",28074830729399032
1969,"historical","gfdl-esm4","macroecological",29017835348181048
1970,"historical","gfdl-esm4","macroecological",28059657483496024
1971,"historical","gfdl-esm4","macroecological",28622908166441648
1972,"historical","gfdl-esm4","macroecological",29292480039065084
1973,"historical","gfdl-esm4","macroecological",28274153933289180
1974,"historical","gfdl-esm4","macroecological",28401383188290380
1975,"historical","gfdl-esm4","macroecological",28244615049731228
1976,"historical","gfdl-esm4","macroecological",28490312490597512
1977,"historical","gfdl-esm4","macroecological",28185341487418172
1978,"historical","gfdl-esm4","macroecological",27327809272674784
1979,"historical","gfdl-esm4","macroecological",28232319649041592
1980,"historical","gfdl-esm4","macroecological",28396993515508592
1981,"historical","gfdl-esm4","macroecological",27713479754407000
1982,"historical","gfdl-esm4","macroecological",27672351014273724
1983,"historical","gfdl-esm4","macroecological",28221915434707672
1984,"historical","gfdl-esm4","macroecological",28634966827292300
1985,"historical","gfdl-esm4","macroecological",28304456729586936
1986,"historical","gfdl-esm4","macroecological",28976011972072700
1987,"historical","gfdl-esm4","macroecological",28603013435097148
1988,"historical","gfdl-esm4","macroecological",28755716391524680
1989,"historical","gfdl-esm4","macroecological",28111906720858468
1990,"historical","gfdl-esm4","macroecological",28140388600834564
1991,"historical","gfdl-esm4","macroecological",27830715346982584
1992,"historical","gfdl-esm4","macroecological",27956001873178760
1993,"historical","gfdl-esm4","macroecological",28660920949320732
1994,"historical","gfdl-esm4","macroecological",27730128610577848
1995,"historical","gfdl-esm4","macroecological",28199505915455120
1996,"historical","gfdl-esm4","macroecological",27805173452393960
1997,"historical","gfdl-esm4","macroecological",28587904189870916
1998,"historical","gfdl-esm4","macroecological",27901727839866680
1999,"historical","gfdl-esm4","macroecological",27800195002571984
2000,"historical","gfdl-esm4","macroecological",27978927222336880
2001,"historical","gfdl-esm4","macroecological",28211629072873960
2002,"historical","gfdl-esm4","macroecological",28076417038691128
2003,"historical","gfdl-esm4","macroecological",26866342865240068
2004,"historical","gfdl-esm4","macroecological",27532487171996704
2005,"historical","gfdl-esm4","macroecological",27576750156741088
2006,"historical","gfdl-esm4","macroecological",27926111612493848
2007,"historical","gfdl-esm4","macroecological",28220661421460256
2008,"historical","gfdl-esm4","macroecological",27628708690878280
2009,"historical","gfdl-esm4","macroecological",27920369347253240
2010,"historical","gfdl-esm4","macroecological",28247341371644192
2011,"historical","gfdl-esm4","macroecological",27203315850139104
2012,"historical","gfdl-esm4","macroecological",27319609280224912
2013,"historical","gfdl-esm4","macroecological",26908717725061080
2014,"historical","gfdl-esm4","macroecological",27351567680110816
2015,"ssp1","gfdl-esm4","macroecological",27376103836881248
2016,"ssp1","gfdl-esm4","macroecological",27067426450250528
2017,"ssp1","gfdl-esm4","macroecological",26522966586783736
2018,"ssp1","gfdl-esm4","macroecological",27017499919334712
2019,"ssp1","gfdl-esm4","macroecological",27021449174020016
2020,"ssp1","gfdl-esm4","macroecological",27048309929792128
2021,"ssp1","gfdl-esm4","macroecological",27064712603058928
2022,"ssp1","gfdl-esm4","macroecological",26796330496854864
2023,"ssp1","gfdl-esm4","macroecological",26727406825423008
2024,"ssp1","gfdl-esm4","macroecological",27079982513009708
2025,"ssp1","gfdl-esm4","macroecological",26226901061523040
2026,"ssp1","gfdl-esm4","macroecological",26801034042773376
2027,"ssp1","gfdl-esm4","macroecological",26891845675770864
2028,"ssp1","gfdl-esm4","macroecological",26791930697456432
2029,"ssp1","gfdl-esm4","macroecological",26810479764571536
2030,"ssp1","gfdl-esm4","macroecological",26347629426558256
2031,"ssp1","gfdl-esm4","macroecological",26425549928944040
2032,"ssp1","gfdl-esm4","macroecological",27241488305870828
2033,"ssp1","gfdl-esm4","macroecological",26727260594232088
2034,"ssp1","gfdl-esm4","macroecological",26643703108488348
2035,"ssp1","gfdl-esm4","macroecological",26448625165067904
2036,"ssp1","gfdl-esm4","macroecological",26370921375864948
2037,"ssp1","gfdl-esm4","macroecological",26664842540285940
2038,"ssp1","gfdl-esm4","macroecological",26833232204401160
2039,"ssp1","gfdl-esm4","macroecological",26790908113482720
2040,"ssp1","gfdl-esm4","macroecological",26932572281840568
2041,"ssp1","gfdl-esm4","macroecological",26292917951605276
2042,"ssp1","gfdl-esm4","macroecological",26449155674765724
2043,"ssp1","gfdl-esm4","macroecological",26265105534707368
2044,"ssp1","gfdl-esm4","macroecological",26277931518232092
2045,"ssp1","gfdl-esm4","macroecological",26017352650796624
2046,"ssp1","gfdl-esm4","macroecological",26538023868879280
2047,"ssp1","gfdl-esm4","macroecological",26479096943758276
2048,"ssp1","gfdl-esm4","macroecological",26396519940497268
2049,"ssp1","gfdl-esm4","macroecological",26166115163544888
2050,"ssp1","gfdl-esm4","macroecological",26628584697578640
2051,"ssp1","gfdl-esm4","macroecological",25985538919489584
2052,"ssp1","gfdl-esm4","macroecological",26998363519360616
2053,"ssp1","gfdl-esm4","macroecological",26846206521215728
2054,"ssp1","gfdl-esm4","macroecological",26360716576189500
2055,"ssp1","gfdl-esm4","macroecological",26364344344956684
2056,"ssp1","gfdl-esm4","macroecological",26336171340470192
2057,"ssp1","gfdl-esm4","macroecological",26444007997911352
2058,"ssp1","gfdl-esm4","macroecological",26758670587387836
2059,"ssp1","gfdl-esm4","macroecological",26527391598333340
2060,"ssp1","gfdl-esm4","macroecological",26093359879105248
2061,"ssp1","gfdl-esm4","macroecological",26085431313616136
2062,"ssp1","gfdl-esm4","macroecological",27057219788940224
2063,"ssp1","gfdl-esm4","macroecological",26425678545625800
2064,"ssp1","gfdl-esm4","macroecological",26324621843258852
2065,"ssp1","gfdl-esm4","macroecological",26369411556175032
2066,"ssp1","gfdl-esm4","macroecological",26433549711167700
2067,"ssp1","gfdl-esm4","macroecological",26360672231202456
2068,"ssp1","gfdl-esm4","macroecological",25962481587975740
2069,"ssp1","gfdl-esm4","macroecological",25655907456681532
2070,"ssp1","gfdl-esm4","macroecological",26276215294340000
2071,"ssp1","gfdl-esm4","macroecological",26302949334015648
2072,"ssp1","gfdl-esm4","macroecological",26236799733352960
2073,"ssp1","gfdl-esm4","macroecological",25725187042158280
2074,"ssp1","gfdl-esm4","macroecological",26666840849111376
2075,"ssp1","gfdl-esm4","macroecological",26139364624841144
2076,"ssp1","gfdl-esm4","macroecological",26236760001806756
2077,"ssp1","gfdl-esm4","macroecological",25829676145465736
2078,"ssp1","gfdl-esm4","macroecological",25400337992735960
2079,"ssp1","gfdl-esm4","macroecological",25911483690654996
2080,"ssp1","gfdl-esm4","macroecological",25730010877604832
2081,"ssp1","gfdl-esm4","macroecological",26111903551292972
2082,"ssp1","gfdl-esm4","macroecological",25500438670019440
2083,"ssp1","gfdl-esm4","macroecological",25617557253098992
2084,"ssp1","gfdl-esm4","macroecological",26587548597827668
2085,"ssp1","gfdl-esm4","macroecological",26089024349804448
2086,"ssp1","gfdl-esm4","macroecological",25570635033018208
2087,"ssp1","gfdl-esm4","macroecological",25972106114824248
2088,"ssp1","gfdl-esm4","macroecological",25688909021234376
2089,"ssp1","gfdl-esm4","macroecological",25926776568995984
2090,"ssp1","gfdl-esm4","macroecological",25583250298572904
2091,"ssp1","gfdl-esm4","macroecological",26185421234862860
2092,"ssp1","gfdl-esm4","macroecological",26013785344337920
2093,"ssp1","gfdl-esm4","macroecological",25833677236862328
2094,"ssp1","gfdl-esm4","macroecological",25843123338799016
2095,"ssp1","gfdl-esm4","macroecological",26352295020526044
2096,"ssp1","gfdl-esm4","macroecological",26347574703361344
2097,"ssp1","gfdl-esm4","macroecological",25296731736111360
2098,"ssp1","gfdl-esm4","macroecological",25249160984459040
2099,"ssp1","gfdl-esm4","macroecological",25926769121587536
2100,"ssp1","gfdl-esm4","macroecological",26212846169172040
2015,"ssp5","gfdl-esm4","macroecological",27513420226493912
2016,"ssp5","gfdl-esm4","macroecological",26609204706162068
2017,"ssp5","gfdl-esm4","macroecological",27168431509471224
2018,"ssp5","gfdl-esm4","macroecological",27271236489576364
2019,"ssp5","gfdl-esm4","macroecological",26958241858052968
2020,"ssp5","gfdl-esm4","macroecological",26379834413499296
2021,"ssp5","gfdl-esm4","macroecological",27660703230502544
2022,"ssp5","gfdl-esm4","macroecological",27199565104530148
2023,"ssp5","gfdl-esm4","macroecological",27240228215747716
2024,"ssp5","gfdl-esm4","macroecological",27515434158318324
2025,"ssp5","gfdl-esm4","macroecological",27487844579088048
2026,"ssp5","gfdl-esm4","macroecological",26742671441794840
2027,"ssp5","gfdl-esm4","macroecological",26680240515162336
2028,"ssp5","gfdl-esm4","macroecological",27091262813412612
2029,"ssp5","gfdl-esm4","macroecological",26485259648563916
2030,"ssp5","gfdl-esm4","macroecological",26652643612549660
2031,"ssp5","gfdl-esm4","macroecological",26544374167662372
2032,"ssp5","gfdl-esm4","macroecological",25923946562883760
2033,"ssp5","gfdl-esm4","macroecological",26204665589735936
2034,"ssp5","gfdl-esm4","macroecological",27004352952237856
2035,"ssp5","gfdl-esm4","macroecological",26724933735996628
2036,"ssp5","gfdl-esm4","macroecological",26620884195521936
2037,"ssp5","gfdl-esm4","macroecological",26796419164340632
2038,"ssp5","gfdl-esm4","macroecological",26555874775424388
2039,"ssp5","gfdl-esm4","macroecological",26504298858412060
2040,"ssp5","gfdl-esm4","macroecological",26550263042136100
2041,"ssp5","gfdl-esm4","macroecological",26470821462493280
2042,"ssp5","gfdl-esm4","macroecological",25845798540917768
2043,"ssp5","gfdl-esm4","macroecological",25678514246283280
2044,"ssp5","gfdl-esm4","macroecological",25900589016756000
2045,"ssp5","gfdl-esm4","macroecological",25894927844280480
2046,"ssp5","gfdl-esm4","macroecological",26049920859880576
2047,"ssp5","gfdl-esm4","macroecological",26437586082320244
2048,"ssp5","gfdl-esm4","macroecological",25684936998727788
2049,"ssp5","gfdl-esm4","macroecological",25341486797466904
2050,"ssp5","gfdl-esm4","macroecological",25501824169826620
2051,"ssp5","gfdl-esm4","macroecological",25840462096767688
2052,"ssp5","gfdl-esm4","macroecological",25316472039907296
2053,"ssp5","gfdl-esm4","macroecological",25331044443217776
2054,"ssp5","gfdl-esm4","macroecological",25217251299148624
2055,"ssp5","gfdl-esm4","macroecological",25166782224185136
2056,"ssp5","gfdl-esm4","macroecological",25621586704364988
2057,"ssp5","gfdl-esm4","macroecological",24944427339875260
2058,"ssp5","gfdl-esm4","macroecological",25448346484692576
2059,"ssp5","gfdl-esm4","macroecological",25048869357917216
2060,"ssp5","gfdl-esm4","macroecological",24977947599773880
2061,"ssp5","gfdl-esm4","macroecological",24578439000140440
2062,"ssp5","gfdl-esm4","macroecological",25211587686663808
2063,"ssp5","gfdl-esm4","macroecological",24548242612167804
2064,"ssp5","gfdl-esm4","macroecological",24347756541001552
2065,"ssp5","gfdl-esm4","macroecological",24962878801921464
2066,"ssp5","gfdl-esm4","macroecological",25212144291462744
2067,"ssp5","gfdl-esm4","macroecological",24311261983260828
2068,"ssp5","gfdl-esm4","macroecological",24364665960059596
2069,"ssp5","gfdl-esm4","macroecological",23936882944967520
2070,"ssp5","gfdl-esm4","macroecological",23638600279817992
2071,"ssp5","gfdl-esm4","macroecological",24109711524548360
2072,"ssp5","gfdl-esm4","macroecological",23792432682439792
2073,"ssp5","gfdl-esm4","macroecological",24010712278232056
2074,"ssp5","gfdl-esm4","macroecological",24516052766032852
2075,"ssp5","gfdl-esm4","macroecological",23563027420301716
2076,"ssp5","gfdl-esm4","macroecological",23717376431349168
2077,"ssp5","gfdl-esm4","macroecological",23618677790564808
2078,"ssp5","gfdl-esm4","macroecological",23109881463755280
2079,"ssp5","gfdl-esm4","macroecological",23297205218034184
2080,"ssp5","gfdl-esm4","macroecological",23508262672870696
2081,"ssp5","gfdl-esm4","macroecological",23577711263027600
2082,"ssp5","gfdl-esm4","macroecological",23097490329499356
2083,"ssp5","gfdl-esm4","macroecological",23077766509897304
2084,"ssp5","gfdl-esm4","macroecological",23240757513076124
2085,"ssp5","gfdl-esm4","macroecological",22636676995345112
2086,"ssp5","gfdl-esm4","macroecological",22496150944266036
2087,"ssp5","gfdl-esm4","macroecological",22801893041418680
2088,"ssp5","gfdl-esm4","macroecological",22700561589239328
2089,"ssp5","gfdl-esm4","macroecological",21791775528170808
2090,"ssp5","gfdl-esm4","macroecological",22648376702166864
2091,"ssp5","gfdl-esm4","macroecological",22770641252798584
2092,"ssp5","gfdl-esm4","macroecological",22561397967457816
2093,"ssp5","gfdl-esm4","macroecological",22662910538571116
2094,"ssp5","gfdl-esm4","macroecological",22237097112208528
2095,"ssp5","gfdl-esm4","macroecological",22002903230662668
2096,"ssp5","gfdl-esm4","macroecological",21811134611521712
2097,"ssp5","gfdl-esm4","macroecological",22347843449097748
2098,"ssp5","gfdl-esm4","macroecological",22113352377441048
2099,"ssp5","gfdl-esm4","macroecological",21361058460325944
2100,"ssp5","gfdl-esm4","macroecological",20886747516499152
1950,"historical","ipsl-cm6a-lr","macroecological",13434548638355336
1951,"historical","ipsl-cm6a-lr","macroecological",13281224828340382
1952,"historical","ipsl-cm6a-lr","macroecological",13362722346753474
1953,"historical","ipsl-cm6a-lr","macroecological",13375012913554370
1954,"historical","ipsl-cm6a-lr","macroecological",13657191680129450
1955,"historical","ipsl-cm6a-lr","macroecological",13038704102751022
1956,"historical","ipsl-cm6a-lr","macroecological",13252117100999372
1957,"historical","ipsl-cm6a-lr","macroecological",12893683402241344
1958,"historical","ipsl-cm6a-lr","macroecological",13339994359658374
1959,"historical","ipsl-cm6a-lr","macroecological",13339979938035134
1960,"historical","ipsl-cm6a-lr","macroecological",13300780417829700
1961,"historical","ipsl-cm6a-lr","macroecological",13005133672925798
1962,"historical","ipsl-cm6a-lr","macroecological",13205474473132810
1963,"historical","ipsl-cm6a-lr","macroecological",13546858848296316
1964,"historical","ipsl-cm6a-lr","macroecological",13309218493362664
1965,"historical","ipsl-cm6a-lr","macroecological",13405506134672288
1966,"historical","ipsl-cm6a-lr","macroecological",13341354428128892
1967,"historical","ipsl-cm6a-lr","macroecological",13769955622777270
1968,"historical","ipsl-cm6a-lr","macroecological",13502531643900380
1969,"historical","ipsl-cm6a-lr","macroecological",13502819920820616
1970,"historical","ipsl-cm6a-lr","macroecological",13774136946953272
1971,"historical","ipsl-cm6a-lr","macroecological",13368157929476510
1972,"historical","ipsl-cm6a-lr","macroecological",13527823191430428
1973,"historical","ipsl-cm6a-lr","macroecological",13363940076317948
1974,"historical","ipsl-cm6a-lr","macroecological",13669631363942520
1975,"historical","ipsl-cm6a-lr","macroecological",13175664344651316
1976,"historical","ipsl-cm6a-lr","macroecological",13600535246105830
1977,"historical","ipsl-cm6a-lr","macroecological",13651805435405016
1978,"historical","ipsl-cm6a-lr","macroecological",13852244083775744
1979,"historical","ipsl-cm6a-lr","macroecological",13735370845739374
1980,"historical","ipsl-cm6a-lr","macroecological",13371503462689238
1981,"historical","ipsl-cm6a-lr","macroecological",13407484014721000
1982,"historical","ipsl-cm6a-lr","macroecological",13676825016144568
1983,"historical","ipsl-cm6a-lr","macroecological",13728097486611196
1984,"historical","ipsl-cm6a-lr","macroecological",13966973478781704
1985,"historical","ipsl-cm6a-lr","macroecological",14116222980484086
1986,"historical","ipsl-cm6a-lr","macroecological",13669886725712728
1987,"historical","ipsl-cm6a-lr","macroecological",13646217659568620
1988,"historical","ipsl-cm6a-lr","macroecological",13349624863542744
1989,"historical","ipsl-cm6a-lr","macroecological",13144714270336390
1990,"historical","ipsl-cm6a-lr","macroecological",13729626882003422
1991,"historical","ipsl-cm6a-lr","macroecological",13350597824604912
1992,"historical","ipsl-cm6a-lr","macroecological",13322963739446744
1993,"historical","ipsl-cm6a-lr","macroecological",13562940954980792
1994,"historical","ipsl-cm6a-lr","macroecological",13743625797498150
1995,"historical","ipsl-cm6a-lr","macroecological",13462597165055028
1996,"historical","ipsl-cm6a-lr","macroecological",13133498175769836
1997,"historical","ipsl-cm6a-lr","macroecological",13535416772740776
1998,"historical","ipsl-cm6a-lr","macroecological",13669387492742970
1999,"historical","ipsl-cm6a-lr","macroecological",13377398597427168
2000,"historical","ipsl-cm6a-lr","macroecological",13220693403348262
2001,"historical","ipsl-cm6a-lr","macroecological",13823219838001084
2002,"historical","ipsl-cm6a-lr","macroecological",13660596231708502
2003,"historical","ipsl-cm6a-lr","macroecological",13500900622578310
2004,"historical","ipsl-cm6a-lr","macroecological",13307760035364010
2005,"historical","ipsl-cm6a-lr","macroecological",13093431185889082
2006,"historical","ipsl-cm6a-lr","macroecological",13204639915821458
2007,"historical","ipsl-cm6a-lr","macroecological",13914359665810052
2008,"historical","ipsl-cm6a-lr","macroecological",13745125576139556
2009,"historical","ipsl-cm6a-lr","macroecological",13150723264106452
2010,"historical","ipsl-cm6a-lr","macroecological",13267477870214402
2011,"historical","ipsl-cm6a-lr","macroecological",13459258577261008
2012,"historical","ipsl-cm6a-lr","macroecological",13060370382790490
2013,"historical","ipsl-cm6a-lr","macroecological",13297393850544992
2014,"historical","ipsl-cm6a-lr","macroecological",13414373551759372
2015,"ssp1","ipsl-cm6a-lr","macroecological",13387420215245740
2016,"ssp1","ipsl-cm6a-lr","macroecological",12875468894243826
2017,"ssp1","ipsl-cm6a-lr","macroecological",12711080835387914
2018,"ssp1","ipsl-cm6a-lr","macroecological",12653960748007426
2019,"ssp1","ipsl-cm6a-lr","macroecological",13061831742580562
2020,"ssp1","ipsl-cm6a-lr","macroecological",12947352655570668
2021,"ssp1","ipsl-cm6a-lr","macroecological",13120200107860594
2022,"ssp1","ipsl-cm6a-lr","macroecological",12795470226344860
2023,"ssp1","ipsl-cm6a-lr","macroecological",12648866653795786
2024,"ssp1","ipsl-cm6a-lr","macroecological",12254867364320146
2025,"ssp1","ipsl-cm6a-lr","macroecological",12518927932896796
2026,"ssp1","ipsl-cm6a-lr","macroecological",12910826049766228
2027,"ssp1","ipsl-cm6a-lr","macroecological",12851357621194380
2028,"ssp1","ipsl-cm6a-lr","macroecological",13066071591668966
2029,"ssp1","ipsl-cm6a-lr","macroecological",12928131778847332
2030,"ssp1","ipsl-cm6a-lr","macroecological",12670841756771106
2031,"ssp1","ipsl-cm6a-lr","macroecological",12784302598701088
2032,"ssp1","ipsl-cm6a-lr","macroecological",12573745079295390
2033,"ssp1","ipsl-cm6a-lr","macroecological",12390770890329334
2034,"ssp1","ipsl-cm6a-lr","macroecological",12542060107732514
2035,"ssp1","ipsl-cm6a-lr","macroecological",12574784908008904
2036,"ssp1","ipsl-cm6a-lr","macroecological",12918530083933448
2037,"ssp1","ipsl-cm6a-lr","macroecological",12589822683255020
2038,"ssp1","ipsl-cm6a-lr","macroecological",12255684218036390
2039,"ssp1","ipsl-cm6a-lr","macroecological",12625196895357540
2040,"ssp1","ipsl-cm6a-lr","macroecological",12712197422918312
2041,"ssp1","ipsl-cm6a-lr","macroecological",12552789091968026
2042,"ssp1","ipsl-cm6a-lr","macroecological",12539413258910984
2043,"ssp1","ipsl-cm6a-lr","macroecological",12543508456488440
2044,"ssp1","ipsl-cm6a-lr","macroecological",12407762049110204
2045,"ssp1","ipsl-cm6a-lr","macroecological",12578473864225464
2046,"ssp1","ipsl-cm6a-lr","macroecological",12490205658759370
2047,"ssp1","ipsl-cm6a-lr","macroecological",12234578804265620
2048,"ssp1","ipsl-cm6a-lr","macroecological",12416410105519376
2049,"ssp1","ipsl-cm6a-lr","macroecological",12392852526514288
2050,"ssp1","ipsl-cm6a-lr","macroecological",12124178935723724
2051,"ssp1","ipsl-cm6a-lr","macroecological",12335885172407340
2052,"ssp1","ipsl-cm6a-lr","macroecological",12515372139076642
2053,"ssp1","ipsl-cm6a-lr","macroecological",12472477750744922
2054,"ssp1","ipsl-cm6a-lr","macroecological",12426641988568988
2055,"ssp1","ipsl-cm6a-lr","macroecological",12122749877945786
2056,"ssp1","ipsl-cm6a-lr","macroecological",12257170210417726
2057,"ssp1","ipsl-cm6a-lr","macroecological",12462618860258328
2058,"ssp1","ipsl-cm6a-lr","macroecological",12059408981181046
2059,"ssp1","ipsl-cm6a-lr","macroecological",12213217514456432
2060,"ssp1","ipsl-cm6a-lr","macroecological",12355666121145828
2061,"ssp1","ipsl-cm6a-lr","macroecological",12421739614100286
2062,"ssp1","ipsl-cm6a-lr","macroecological",12362660936507440
2063,"ssp1","ipsl-cm6a-lr","macroecological",12315119326258606
2064,"ssp1","ipsl-cm6a-lr","macroecological",12222520703097804
2065,"ssp1","ipsl-cm6a-lr","macroecological",12354710366441650
2066,"ssp1","ipsl-cm6a-lr","macroecological",12215956683075640
