"climate_model","impact_model","forcing","time","damage"
"ipsl-cm6a-lr","boats","ssp5",2047,-333956349760582
"ipsl-cm6a-lr","boats","ssp5",2048,-374925291060597
"ipsl-cm6a-lr","boats","ssp5",2049,-343959036083016
"ipsl-cm6a-lr","boats","ssp5",2050,-333762107743487
"ipsl-cm6a-lr","boats","ssp5",2051,-359717098817766
"ipsl-cm6a-lr","boats","ssp5",2052,-399823832004145
"ipsl-cm6a-lr","boats","ssp5",2053,-417913505966258
"ipsl-cm6a-lr","boats","ssp5",2054,-400541645539518
"ipsl-cm6a-lr","boats","ssp5",2055,-396768823110277
"ipsl-cm6a-lr","boats","ssp5",2056,-439292099557624
"ipsl-cm6a-lr","boats","ssp5",2057,-441111663995863
"ipsl-cm6a-lr","boats","ssp5",2058,-437042035217511
"ipsl-cm6a-lr","boats","ssp5",2059,-421029679779387
"ipsl-cm6a-lr","boats","ssp5",2060,-452010684042036
"ipsl-cm6a-lr","boats","ssp5",2061,-437463034141461
"ipsl-cm6a-lr","boats","ssp5",2062,-428936081708420
"ipsl-cm6a-lr","boats","ssp5",2063,-462533285723634
"ipsl-cm6a-lr","boats","ssp5",2064,-493467626755332
"ipsl-cm6a-lr","boats","ssp5",2065,-494749584102917
"ipsl-cm6a-lr","boats","ssp5",2066,-547088351719698
"ipsl-cm6a-lr","boats","ssp5",2067,-566299097341099
"ipsl-cm6a-lr","boats","ssp5",2068,-558804585154598
"ipsl-cm6a-lr","boats","ssp5",2069,-575686817868186
"ipsl-cm6a-lr","boats","ssp5",2070,-578144553644374
"ipsl-cm6a-lr","boats","ssp5",2071,-624360771524178
"ipsl-cm6a-lr","boats","ssp5",2072,-617060781108314
"ipsl-cm6a-lr","boats","ssp5",2073,-620353669109466
"ipsl-cm6a-lr","boats","ssp5",2074,-620155679312240
"ipsl-cm6a-lr","boats","ssp5",2075,-602957690905150
"ipsl-cm6a-lr","boats","ssp5",2076,-635469009902268
"ipsl-cm6a-lr","boats","ssp5",2077,-640128818686983
"ipsl-cm6a-lr","boats","ssp5",2078,-655980371528228
"ipsl-cm6a-lr","boats","ssp5",2079,-675968155090608
"ipsl-cm6a-lr","boats","ssp5",2080,-725161028774850
"ipsl-cm6a-lr","boats","ssp5",2081,-769735281777462
"ipsl-cm6a-lr","boats","ssp5",2082,-759044790975430
"ipsl-cm6a-lr","boats","ssp5",2083,-761985991457968
"ipsl-cm6a-lr","boats","ssp5",2084,-819365725361514
"ipsl-cm6a-lr","boats","ssp5",2085,-812524036751066
"ipsl-cm6a-lr","boats","ssp5",2086,-820415204209796
"ipsl-cm6a-lr","boats","ssp5",2087,-862986113146892
"ipsl-cm6a-lr","boats","ssp5",2088,-864757137887642
"ipsl-cm6a-lr","boats","ssp5",2089,-884024689543482
"ipsl-cm6a-lr","boats","ssp5",2090,-918173282633572
"ipsl-cm6a-lr","boats","ssp5",2091,-921743368985208
"ipsl-cm6a-lr","boats","ssp5",2092,-928876506018276
"ipsl-cm6a-lr","boats","ssp5",2093,-905998322802258
"ipsl-cm6a-lr","boats","ssp5",2094,-898630387932765
"ipsl-cm6a-lr","boats","ssp5",2095,-917796917705090
"ipsl-cm6a-lr","boats","ssp5",2096,-943087601677442
"ipsl-cm6a-lr","boats","ssp5",2097,-922557146791253
"ipsl-cm6a-lr","boats","ssp5",2098,-947535705339873
"ipsl-cm6a-lr","boats","ssp5",2099,-1000865892443485
"ipsl-cm6a-lr","boats","ssp5",2100,-993085077826264
"ipsl-cm6a-lr","dbpm","historical",1950,53685469880080
"ipsl-cm6a-lr","dbpm","historical",1951,45544919208393.8
"ipsl-cm6a-lr","dbpm","historical",1952,45350937439245.5
"ipsl-cm6a-lr","dbpm","historical",1953,45442561153023
"ipsl-cm6a-lr","dbpm","historical",1954,47689202454822.2
"ipsl-cm6a-lr","dbpm","historical",1955,45735426742934.5
"ipsl-cm6a-lr","dbpm","historical",1956,44090399360491.2
"ipsl-cm6a-lr","dbpm","historical",1957,37998892877103.2
"ipsl-cm6a-lr","dbpm","historical",1958,35545556135954.2
"ipsl-cm6a-lr","dbpm","historical",1959,26269649140964.5
"ipsl-cm6a-lr","dbpm","historical",1960,13764521722947.2
"ipsl-cm6a-lr","dbpm","historical",1961,-933749332726
"ipsl-cm6a-lr","dbpm","historical",1962,-9686452115530.75
"ipsl-cm6a-lr","dbpm","historical",1963,-6005634259294.25
"ipsl-cm6a-lr","dbpm","historical",1964,-1462522734506.75
"ipsl-cm6a-lr","dbpm","historical",1965,4268970828967.75
"ipsl-cm6a-lr","dbpm","historical",1966,3378231255711.25
"ipsl-cm6a-lr","dbpm","historical",1967,6000873705800.5
"ipsl-cm6a-lr","dbpm","historical",1968,274937460585
"ipsl-cm6a-lr","dbpm","historical",1969,-4390570267146
"ipsl-cm6a-lr","dbpm","historical",1970,-3079220383833
"ipsl-cm6a-lr","dbpm","historical",1971,-4065905041522
"ipsl-cm6a-lr","dbpm","historical",1972,-1955592024770.5
"ipsl-cm6a-lr","dbpm","historical",1973,2798863228580.75
"ipsl-cm6a-lr","dbpm","historical",1974,10677583592598.2
"ipsl-cm6a-lr","dbpm","historical",1975,3551491991275.75
"ipsl-cm6a-lr","dbpm","historical",1976,-1476657954322.75
"ipsl-cm6a-lr","dbpm","historical",1977,2927809524979.5
"ipsl-cm6a-lr","dbpm","historical",1978,12981500563627.2
"ipsl-cm6a-lr","dbpm","historical",1979,22133733296499.2
"ipsl-cm6a-lr","dbpm","historical",1980,18500076674076.2
"ipsl-cm6a-lr","dbpm","historical",1981,20492737272785
"ipsl-cm6a-lr","dbpm","historical",1982,32058319321774.8
"ipsl-cm6a-lr","dbpm","historical",1983,26122393956332.8
"ipsl-cm6a-lr","dbpm","historical",1984,35373579318291.8
"ipsl-cm6a-lr","dbpm","historical",1985,52023839592370.2
"ipsl-cm6a-lr","dbpm","historical",1986,42845601976813.8
"ipsl-cm6a-lr","dbpm","historical",1987,32502564995068.2
"ipsl-cm6a-lr","dbpm","historical",1988,23182879051039.8
"ipsl-cm6a-lr","dbpm","historical",1989,18224543966656.2
"ipsl-cm6a-lr","dbpm","historical",1990,26468955819665
"ipsl-cm6a-lr","dbpm","historical",1991,26183035672946.5
"ipsl-cm6a-lr","dbpm","historical",1992,20611817955691.8
"ipsl-cm6a-lr","dbpm","historical",1993,18565864833717.5
"ipsl-cm6a-lr","dbpm","historical",1994,17841025977019.2
"ipsl-cm6a-lr","dbpm","historical",1995,19287955452464
"ipsl-cm6a-lr","dbpm","historical",1996,14619582325895.8
"ipsl-cm6a-lr","dbpm","historical",1997,11673301667557.2
"ipsl-cm6a-lr","dbpm","historical",1998,7687837049942
"ipsl-cm6a-lr","dbpm","historical",1999,644355928305.5
"ipsl-cm6a-lr","dbpm","historical",2000,-2075946214534.5
"ipsl-cm6a-lr","dbpm","historical",2001,-1978592134773.75
"ipsl-cm6a-lr","dbpm","historical",2002,-2954427874783.25
"ipsl-cm6a-lr","dbpm","historical",2003,5435952654378
"ipsl-cm6a-lr","dbpm","historical",2004,7741266519978
"ipsl-cm6a-lr","dbpm","historical",2005,-9498523439607
"ipsl-cm6a-lr","dbpm","historical",2006,-17299129303165
"ipsl-cm6a-lr","dbpm","historical",2007,-7928515790621.25
"ipsl-cm6a-lr","dbpm","historical",2008,-2701907865280.25
"ipsl-cm6a-lr","dbpm","historical",2009,-926542596941
"ipsl-cm6a-lr","dbpm","historical",2010,-1021386415605.75
"ipsl-cm6a-lr","dbpm","historical",2011,-3631963776985.5
"ipsl-cm6a-lr","dbpm","historical",2012,-11548776097864.5
"ipsl-cm6a-lr","dbpm","historical",2013,-9448398531990
"ipsl-cm6a-lr","dbpm","historical",2014,3923858443630.25
"ipsl-cm6a-lr","dbpm","ssp1",2015,9643918080845.75
"ipsl-cm6a-lr","dbpm","ssp1",2016,1595986456523.75
"ipsl-cm6a-lr","dbpm","ssp1",2017,-9685835665602
"ipsl-cm6a-lr","dbpm","ssp1",2018,-19319634602199.8
"ipsl-cm6a-lr","dbpm","ssp1",2019,-28570611861638
"ipsl-cm6a-lr","dbpm","ssp1",2020,-37868121449968.8
"ipsl-cm6a-lr","dbpm","ssp1",2021,-40695299952165
"ipsl-cm6a-lr","dbpm","ssp1",2022,-38717384982359
"ipsl-cm6a-lr","dbpm","ssp1",2023,-48594628331943.2
"ipsl-cm6a-lr","dbpm","ssp1",2024,-61239482097774.2
"ipsl-cm6a-lr","dbpm","ssp1",2025,-75121588631538
"ipsl-cm6a-lr","dbpm","ssp1",2026,-81909905246156
"ipsl-cm6a-lr","dbpm","ssp1",2027,-83902929809460.5
"ipsl-cm6a-lr","dbpm","ssp1",2028,-82797654836785.8
"ipsl-cm6a-lr","dbpm","ssp1",2029,-77097502481052.5
"ipsl-cm6a-lr","dbpm","ssp1",2030,-76419538392335.5
"ipsl-cm6a-lr","dbpm","ssp1",2031,-73846740217819.5
"ipsl-cm6a-lr","dbpm","ssp1",2032,-74278834625388.8
"ipsl-cm6a-lr","dbpm","ssp1",2033,-75362594473234
"ipsl-cm6a-lr","dbpm","ssp1",2034,-70483684791014.2
"ipsl-cm6a-lr","dbpm","ssp1",2035,-63637704405045.8
"ipsl-cm6a-lr","dbpm","ssp1",2036,-71342423161614.8
"ipsl-cm6a-lr","dbpm","ssp1",2037,-85651850278508.2
"ipsl-cm6a-lr","dbpm","ssp1",2038,-94298096280578.2
"ipsl-cm6a-lr","dbpm","ssp1",2039,-94495705179018
"ipsl-cm6a-lr","dbpm","ssp1",2040,-100014430883642
"ipsl-cm6a-lr","dbpm","ssp1",2041,-113530274872966
"ipsl-cm6a-lr","dbpm","ssp1",2042,-115275632257640
"ipsl-cm6a-lr","dbpm","ssp1",2043,-116779813773243
"ipsl-cm6a-lr","dbpm","ssp1",2044,-129574461466374
"ipsl-cm6a-lr","dbpm","ssp1",2045,-131688020786982
"ipsl-cm6a-lr","dbpm","ssp1",2046,-134299613404932
"ipsl-cm6a-lr","dbpm","ssp1",2047,-141603892904222
"ipsl-cm6a-lr","dbpm","ssp1",2048,-148397331897840
"ipsl-cm6a-lr","dbpm","ssp1",2049,-149633776722508
"ipsl-cm6a-lr","dbpm","ssp1",2050,-157218571369052
"ipsl-cm6a-lr","dbpm","ssp1",2051,-162017672733014
"ipsl-cm6a-lr","dbpm","ssp1",2052,-162830515016268
"ipsl-cm6a-lr","dbpm","ssp1",2053,-160987931224387
"ipsl-cm6a-lr","dbpm","ssp1",2054,-149641104366996
"ipsl-cm6a-lr","dbpm","ssp1",2055,-150088693085104
"ipsl-cm6a-lr","dbpm","ssp1",2056,-151846579994260
"ipsl-cm6a-lr","dbpm","ssp1",2057,-151893932053336
"ipsl-cm6a-lr","dbpm","ssp1",2058,-160256575333142
"ipsl-cm6a-lr","dbpm","ssp1",2059,-164891532162919
"ipsl-cm6a-lr","dbpm","ssp1",2060,-164443932189290
"ipsl-cm6a-lr","dbpm","ssp1",2061,-174324658338143
"ipsl-cm6a-lr","dbpm","ssp1",2062,-180558802712712
"ipsl-cm6a-lr","dbpm","ssp1",2063,-181435739687464
"ipsl-cm6a-lr","dbpm","ssp1",2064,-182487606733638
"ipsl-cm6a-lr","dbpm","ssp1",2065,-190294071562236
"ipsl-cm6a-lr","dbpm","ssp1",2066,-189968082021485
"ipsl-cm6a-lr","dbpm","ssp1",2067,-193803391979367
"ipsl-cm6a-lr","dbpm","ssp1",2068,-197941459805955
"ipsl-cm6a-lr","dbpm","ssp1",2069,-194977852150310
"ipsl-cm6a-lr","dbpm","ssp1",2070,-187590306325108
"ipsl-cm6a-lr","dbpm","ssp1",2071,-175095661219593
"ipsl-cm6a-lr","dbpm","ssp1",2072,-167570966515760
"ipsl-cm6a-lr","dbpm","ssp1",2073,-167834425046731
"ipsl-cm6a-lr","dbpm","ssp1",2074,-165031971321577
"ipsl-cm6a-lr","dbpm","ssp1",2075,-162915315407150
"ipsl-cm6a-lr","dbpm","ssp1",2076,-163379445350705
"ipsl-cm6a-lr","dbpm","ssp1",2077,-161835594234188
"ipsl-cm6a-lr","dbpm","ssp1",2078,-154351439829122
"ipsl-cm6a-lr","dbpm","ssp1",2079,-159127930078942
"ipsl-cm6a-lr","dbpm","ssp1",2080,-165752855219856
"ipsl-cm6a-lr","dbpm","ssp1",2081,-167084005368604
"ipsl-cm6a-lr","dbpm","ssp1",2082,-178641378426329
"ipsl-cm6a-lr","dbpm","ssp1",2083,-196932952387379
"ipsl-cm6a-lr","dbpm","ssp1",2084,-211872826894802
"ipsl-cm6a-lr","dbpm","ssp1",2085,-220286645700001
"ipsl-cm6a-lr","dbpm","ssp1",2086,-221793028216609
"ipsl-cm6a-lr","dbpm","ssp1",2087,-227039395071158
"ipsl-cm6a-lr","dbpm","ssp1",2088,-227965994771761
"ipsl-cm6a-lr","dbpm","ssp1",2089,-223375225603941
"ipsl-cm6a-lr","dbpm","ssp1",2090,-223356970041246
"ipsl-cm6a-lr","dbpm","ssp1",2091,-221277393717410
"ipsl-cm6a-lr","dbpm","ssp1",2092,-219396731351807
"ipsl-cm6a-lr","dbpm","ssp1",2093,-219226261739566
"ipsl-cm6a-lr","dbpm","ssp1",2094,-214220343618488
"ipsl-cm6a-lr","dbpm","ssp1",2095,-206397483843466
"ipsl-cm6a-lr","dbpm","ssp1",2096,-198253258518563
"ipsl-cm6a-lr","dbpm","ssp1",2097,-206079225082000
"ipsl-cm6a-lr","dbpm","ssp1",2098,-222051335664010
"ipsl-cm6a-lr","dbpm","ssp1",2099,-227632586551878
"ipsl-cm6a-lr","dbpm","ssp1",2100,-222971858497228
"ipsl-cm6a-lr","dbpm","ssp5",2015,7218327627514
"ipsl-cm6a-lr","dbpm","ssp5",2016,-6308392493739
"ipsl-cm6a-lr","dbpm","ssp5",2017,-16785924863764.5
"ipsl-cm6a-lr","dbpm","ssp5",2018,-24355203203451
"ipsl-cm6a-lr","dbpm","ssp5",2019,-26299596724661.5
"ipsl-cm6a-lr","dbpm","ssp5",2020,-30043812160279.5
"ipsl-cm6a-lr","dbpm","ssp5",2021,-36111280745210.2
"ipsl-cm6a-lr","dbpm","ssp5",2022,-40498985164929.5
"ipsl-cm6a-lr","dbpm","ssp5",2023,-39769360195804.5
"ipsl-cm6a-lr","dbpm","ssp5",2024,-46063639950489.2
"ipsl-cm6a-lr","dbpm","ssp5",2025,-46685985707176
"ipsl-cm6a-lr","dbpm","ssp5",2026,-42740499905715.5
"ipsl-cm6a-lr","dbpm","ssp5",2027,-39798446848010.5
"ipsl-cm6a-lr","dbpm","ssp5",2028,-42898261661375.8
"ipsl-cm6a-lr","dbpm","ssp5",2029,-54392931468785.8
"ipsl-cm6a-lr","dbpm","ssp5",2030,-64730947246112
"ipsl-cm6a-lr","dbpm","ssp5",2031,-70010868369850.5
"ipsl-cm6a-lr","dbpm","ssp5",2032,-78390292072560.2
"ipsl-cm6a-lr","dbpm","ssp5",2033,-83828863764783.2
"ipsl-cm6a-lr","dbpm","ssp5",2034,-82201069557974.8
"ipsl-cm6a-lr","dbpm","ssp5",2035,-80367930066738.8
"ipsl-cm6a-lr","dbpm","ssp5",2036,-79840513911576
"ipsl-cm6a-lr","dbpm","ssp5",2037,-81876607500282.2
"ipsl-cm6a-lr","dbpm","ssp5",2038,-86635327399908
"ipsl-cm6a-lr","dbpm","ssp5",2039,-96343538129837
"ipsl-cm6a-lr","dbpm","ssp5",2040,-107515860366979
"ipsl-cm6a-lr","dbpm","ssp5",2041,-117115984612930
"ipsl-cm6a-lr","dbpm","ssp5",2042,-122648520667080
"ipsl-cm6a-lr","dbpm","ssp5",2043,-133948875126568
"ipsl-cm6a-lr","dbpm","ssp5",2044,-145128131078580
"ipsl-cm6a-lr","dbpm","ssp5",2045,-148776772596150
"ipsl-cm6a-lr","dbpm","ssp5",2046,-151961372749374
"ipsl-cm6a-lr","dbpm","ssp5",2047,-159534556699796
"ipsl-cm6a-lr","dbpm","ssp5",2048,-168433011396500
"ipsl-cm6a-lr","dbpm","ssp5",2049,-171851913922283
"ipsl-cm6a-lr","dbpm","ssp5",2050,-177247874259712
"ipsl-cm6a-lr","dbpm","ssp5",2051,-187141404265544
"ipsl-cm6a-lr","dbpm","ssp5",2052,-196009742457136
"ipsl-cm6a-lr","dbpm","ssp5",2053,-202825170583306
"ipsl-cm6a-lr","dbpm","ssp5",2054,-203899295336806
"ipsl-cm6a-lr","dbpm","ssp5",2055,-209029000846506
"ipsl-cm6a-lr","dbpm","ssp5",2056,-215703227284189
"ipsl-cm6a-lr","dbpm","ssp5",2057,-216426199230729
"ipsl-cm6a-lr","dbpm","ssp5",2058,-216206645249340
"ipsl-cm6a-lr","dbpm","ssp5",2059,-220134537269829
"ipsl-cm6a-lr","dbpm","ssp5",2060,-224228371459768
"ipsl-cm6a-lr","dbpm","ssp5",2061,-226200636197188
"ipsl-cm6a-lr","dbpm","ssp5",2062,-230931473227375
"ipsl-cm6a-lr","dbpm","ssp5",2063,-239908239369845
"ipsl-cm6a-lr","dbpm","ssp5",2064,-248627928079444
"ipsl-cm6a-lr","dbpm","ssp5",2065,-260902792420903
"ipsl-cm6a-lr","dbpm","ssp5",2066,-276065817473946
"ipsl-cm6a-lr","dbpm","ssp5",2067,-286862130990296
"ipsl-cm6a-lr","dbpm","ssp5",2068,-297631308341948
"ipsl-cm6a-lr","dbpm","ssp5",2069,-307234710558111
"ipsl-cm6a-lr","dbpm","ssp5",2070,-312658474950149
"ipsl-cm6a-lr","dbpm","ssp5",2071,-320447862432637
"ipsl-cm6a-lr","dbpm","ssp5",2072,-326497128354516
"ipsl-cm6a-lr","dbpm","ssp5",2073,-328626425254256
"ipsl-cm6a-lr","dbpm","ssp5",2074,-327034642837124
"ipsl-cm6a-lr","dbpm","ssp5",2075,-328345755040827
"ipsl-cm6a-lr","dbpm","ssp5",2076,-330591440994346
"ipsl-cm6a-lr","dbpm","ssp5",2077,-333451245449861
"ipsl-cm6a-lr","dbpm","ssp5",2078,-340771122173424
"ipsl-cm6a-lr","dbpm","ssp5",2079,-349520607267256
"ipsl-cm6a-lr","dbpm","ssp5",2080,-354302959542066
"ipsl-cm6a-lr","dbpm","ssp5",2081,-357769302805957
"ipsl-cm6a-lr","dbpm","ssp5",2082,-362631591117520
"ipsl-cm6a-lr","dbpm","ssp5",2083,-370202311237290
"ipsl-cm6a-lr","dbpm","ssp5",2084,-380352298051734
"ipsl-cm6a-lr","dbpm","ssp5",2085,-388615114493808
"ipsl-cm6a-lr","dbpm","ssp5",2086,-398720391356710
"ipsl-cm6a-lr","dbpm","ssp5",2087,-409305314013753
"ipsl-cm6a-lr","dbpm","ssp5",2088,-417823865057718
"ipsl-cm6a-lr","dbpm","ssp5",2089,-427882489149165
"ipsl-cm6a-lr","dbpm","ssp5",2090,-438032192552196
"ipsl-cm6a-lr","dbpm","ssp5",2091,-447368249080149
"ipsl-cm6a-lr","dbpm","ssp5",2092,-455022284671642
"ipsl-cm6a-lr","dbpm","ssp5",2093,-462535614865324
"ipsl-cm6a-lr","dbpm","ssp5",2094,-470583995185329
"ipsl-cm6a-lr","dbpm","ssp5",2095,-476841135189971
"ipsl-cm6a-lr","dbpm","ssp5",2096,-480477402130840
"ipsl-cm6a-lr","dbpm","ssp5",2097,-485490926005581
"ipsl-cm6a-lr","dbpm","ssp5",2098,-493609068668740
"ipsl-cm6a-lr","dbpm","ssp5",2099,-501603194778665
"ipsl-cm6a-lr","dbpm","ssp5",2100,-508963641105745
"ipsl-cm6a-lr","ecotroph","historical",1950,89699786782004
"ipsl-cm6a-lr","ecotroph","historical",1951,-14932733687127
"ipsl-cm6a-lr","ecotroph","historical",1952,-58563894484370
"ipsl-cm6a-lr","ecotroph","historical",1953,-18353078291592
"ipsl-cm6a-lr","ecotroph","historical",1954,99696151538856
"ipsl-cm6a-lr","ecotroph","historical",1955,-67798371540116
"ipsl-cm6a-lr","ecotroph","historical",1956,-24539389783764
"ipsl-cm6a-lr","ecotroph","historical",1957,-61935093742632
"ipsl-cm6a-lr","ecotroph","historical",1958,-26399945256316
"ipsl-cm6a-lr","ecotroph","historical",1959,2501069352633
"ipsl-cm6a-lr","ecotroph","historical",1960,-57486679379951
"ipsl-cm6a-lr","ecotroph","historical",1961,-89480882427411
"ipsl-cm6a-lr","ecotroph","historical",1962,-148667001332960
"ipsl-cm6a-lr","ecotroph","historical",1963,18165090525214
"ipsl-cm6a-lr","ecotroph","historical",1964,-12390355138173
"ipsl-cm6a-lr","ecotroph","historical",1965,19643263376156
"ipsl-cm6a-lr","ecotroph","historical",1966,-5632977076212
"ipsl-cm6a-lr","ecotroph","historical",1967,82718479625435
"ipsl-cm6a-lr","ecotroph","historical",1968,87741167092261
"ipsl-cm6a-lr","ecotroph","historical",1969,36790938439156
"ipsl-cm6a-lr","ecotroph","historical",1970,106182729844863
"ipsl-cm6a-lr","ecotroph","historical",1971,147166018626534
"ipsl-cm6a-lr","ecotroph","historical",1972,-12665923298409
"ipsl-cm6a-lr","ecotroph","historical",1973,-28794771075413
"ipsl-cm6a-lr","ecotroph","historical",1974,118390511414082
"ipsl-cm6a-lr","ecotroph","historical",1975,-24723779900571
"ipsl-cm6a-lr","ecotroph","historical",1976,-17119046846267
"ipsl-cm6a-lr","ecotroph","historical",1977,40023878853330
"ipsl-cm6a-lr","ecotroph","historical",1978,81492084818335
"ipsl-cm6a-lr","ecotroph","historical",1979,129977590015952
"ipsl-cm6a-lr","ecotroph","historical",1980,7438329373372
"ipsl-cm6a-lr","ecotroph","historical",1981,-31458446300081
"ipsl-cm6a-lr","ecotroph","historical",1982,65164523696093
"ipsl-cm6a-lr","ecotroph","historical",1983,148146210372223
"ipsl-cm6a-lr","ecotroph","historical",1984,218980223109516
"ipsl-cm6a-lr","ecotroph","historical",1985,321001880163855
"ipsl-cm6a-lr","ecotroph","historical",1986,222075790047248
"ipsl-cm6a-lr","ecotroph","historical",1987,122458433100385
"ipsl-cm6a-lr","ecotroph","historical",1988,55995951642313
"ipsl-cm6a-lr","ecotroph","historical",1989,-57688061758308
"ipsl-cm6a-lr","ecotroph","historical",1990,74700545699006
"ipsl-cm6a-lr","ecotroph","historical",1991,44851908095775
"ipsl-cm6a-lr","ecotroph","historical",1992,-30612833732738
"ipsl-cm6a-lr","ecotroph","historical",1993,70667895847719
"ipsl-cm6a-lr","ecotroph","historical",1994,100099441633168
"ipsl-cm6a-lr","ecotroph","historical",1995,45579266195808
"ipsl-cm6a-lr","ecotroph","historical",1996,-50347611555912
"ipsl-cm6a-lr","ecotroph","historical",1997,11981593685377
"ipsl-cm6a-lr","ecotroph","historical",1998,68436807869500
"ipsl-cm6a-lr","ecotroph","historical",1999,22505029959623
"ipsl-cm6a-lr","ecotroph","historical",2000,-81861333966855
"ipsl-cm6a-lr","ecotroph","historical",2001,24138046456266
"ipsl-cm6a-lr","ecotroph","historical",2002,48843321203013
"ipsl-cm6a-lr","ecotroph","historical",2003,94865871463301
"ipsl-cm6a-lr","ecotroph","historical",2004,43662944586221
"ipsl-cm6a-lr","ecotroph","historical",2005,-144168581572829
"ipsl-cm6a-lr","ecotroph","historical",2006,-80760135284568
"ipsl-cm6a-lr","ecotroph","historical",2007,75876579883065
"ipsl-cm6a-lr","ecotroph","historical",2008,107356154743721
"ipsl-cm6a-lr","ecotroph","historical",2009,-27362676837767
"ipsl-cm6a-lr","ecotroph","historical",2010,-79359167333719
"ipsl-cm6a-lr","ecotroph","historical",2011,61202947090822
"ipsl-cm6a-lr","ecotroph","historical",2012,-104654947209031
"ipsl-cm6a-lr","ecotroph","historical",2013,-49314866042787
"ipsl-cm6a-lr","ecotroph","historical",2014,13380756666742
"ipsl-cm6a-lr","ecotroph","ssp1",2015,51223300075632
"ipsl-cm6a-lr","ecotroph","ssp1",2016,-91147507069480
"ipsl-cm6a-lr","ecotroph","ssp1",2017,-158590417482815
"ipsl-cm6a-lr","ecotroph","ssp1",2018,-288069454376570
"ipsl-cm6a-lr","ecotroph","ssp1",2019,-194952162950962
"ipsl-cm6a-lr","ecotroph","ssp1",2020,-232442236546232
"ipsl-cm6a-lr","ecotroph","ssp1",2021,-233547804437161
"ipsl-cm6a-lr","ecotroph","ssp1",2022,-201980522293602
"ipsl-cm6a-lr","ecotroph","ssp1",2023,-318761276446617
"ipsl-cm6a-lr","ecotroph","ssp1",2024,-380828564577939
"ipsl-cm6a-lr","ecotroph","ssp1",2025,-396404551663979
"ipsl-cm6a-lr","ecotroph","ssp1",2026,-281356147485177
"ipsl-cm6a-lr","ecotroph","ssp1",2027,-245215726597640
"ipsl-cm6a-lr","ecotroph","ssp1",2028,-305889920363319
"ipsl-cm6a-lr","ecotroph","ssp1",2029,-234272890866622
"ipsl-cm6a-lr","ecotroph","ssp1",2030,-302591444641684
"ipsl-cm6a-lr","ecotroph","ssp1",2031,-289216592065258
"ipsl-cm6a-lr","ecotroph","ssp1",2032,-352638279231849
"ipsl-cm6a-lr","ecotroph","ssp1",2033,-427253501618900
"ipsl-cm6a-lr","ecotroph","ssp1",2034,-323189714762460
"ipsl-cm6a-lr","ecotroph","ssp1",2035,-363326367954294
"ipsl-cm6a-lr","ecotroph","ssp1",2036,-300083833762732
"ipsl-cm6a-lr","ecotroph","ssp1",2037,-360282165756101
"ipsl-cm6a-lr","ecotroph","ssp1",2038,-443091757393764
"ipsl-cm6a-lr","ecotroph","ssp1",2039,-379113812606084
"ipsl-cm6a-lr","ecotroph","ssp1",2040,-353393685755130
"ipsl-cm6a-lr","ecotroph","ssp1",2041,-444306649940419
"ipsl-cm6a-lr","ecotroph","ssp1",2042,-413705651366678
"ipsl-cm6a-lr","ecotroph","ssp1",2043,-334470855055766
"ipsl-cm6a-lr","ecotroph","ssp1",2044,-447546600852784
"ipsl-cm6a-lr","ecotroph","ssp1",2045,-437680198616287
"ipsl-cm6a-lr","ecotroph","ssp1",2046,-392336334590576
"ipsl-cm6a-lr","ecotroph","ssp1",2047,-477265552552462
"ipsl-cm6a-lr","ecotroph","ssp1",2048,-525665279290435
"ipsl-cm6a-lr","ecotroph","ssp1",2049,-455307523005903
"ipsl-cm6a-lr","ecotroph","ssp1",2050,-487704682095651
"ipsl-cm6a-lr","ecotroph","ssp1",2051,-437275603254550
"ipsl-cm6a-lr","ecotroph","ssp1",2052,-410054874219546
"ipsl-cm6a-lr","ecotroph","ssp1",2053,-407043322055878
"ipsl-cm6a-lr","ecotroph","ssp1",2054,-361259698767394
"ipsl-cm6a-lr","ecotroph","ssp1",2055,-478730433727364
"ipsl-cm6a-lr","ecotroph","ssp1",2056,-447556467874417
"ipsl-cm6a-lr","ecotroph","ssp1",2057,-413696965574327
"ipsl-cm6a-lr","ecotroph","ssp1",2058,-546672334067374
"ipsl-cm6a-lr","ecotroph","ssp1",2059,-569429052647713
"ipsl-cm6a-lr","ecotroph","ssp1",2060,-492693087103841
"ipsl-cm6a-lr","ecotroph","ssp1",2061,-448399965334024
"ipsl-cm6a-lr","ecotroph","ssp1",2062,-496484409448694
"ipsl-cm6a-lr","ecotroph","ssp1",2063,-485136213173530
"ipsl-cm6a-lr","ecotroph","ssp1",2064,-544994728047403
"ipsl-cm6a-lr","ecotroph","ssp1",2065,-565936381187076
"ipsl-cm6a-lr","ecotroph","ssp1",2066,-497458316540577
"ipsl-cm6a-lr","ecotroph","ssp1",2067,-564137699572736
"ipsl-cm6a-lr","ecotroph","ssp1",2068,-553294567548464
"ipsl-cm6a-lr","ecotroph","ssp1",2069,-503903172596547
"ipsl-cm6a-lr","ecotroph","ssp1",2070,-576430500002616
"ipsl-cm6a-lr","ecotroph","ssp1",2071,-535037876251795
"ipsl-cm6a-lr","ecotroph","ssp1",2072,-492005912808217
"ipsl-cm6a-lr","ecotroph","ssp1",2073,-488591350561514
"ipsl-cm6a-lr","ecotroph","ssp1",2074,-513185901016449
